dataset,source_file,gt_x,gt_y,gt_h,tag_id,camera_role,true_distance_m,meas_distance_m,distance_error_cm,true_angle_deg,meas_angle_deg,angle_error_deg,true_yaw_deg,meas_yaw_deg,yaw_error_deg,single_ok,single_x,single_y,single_h,single_pos_err_cm,single_heading_err_deg,score,flag
625,measure12-0625.txt,9,3,90,31,front,1.2065,1.3935,18.7,38.437,41.967,3.53,38.437,48.292,9.855,TRUE,8.7036,3.0182,83.675,29.69,6.325,6.888,DIST|EDGE
625,measure12-0625.txt,9,3,90,32,front,2.2356,2.2276,-0.8,-16.368,-18.957,-2.589,-16.368,-22.368,-6,TRUE,9.221,3.0851,93.411,23.68,3.411,2.223,OK
625,measure12-0625.txt,9,3,90,33,front,2.67,2.597,-7.3,-36.548,-30.405,6.143,-36.548,-46.921,-10.373,TRUE,9.3225,3.3735,106.516,49.35,16.516,5.583,EDGE
625,measure12-0625.txt,9,3,90,52,rear,2.6896,2.6632,-2.64,9.2,18.551,9.351,9.2,-2.342,-11.542,TRUE,8.4416,3.0024,110.893,55.84,20.893,5.953,ANGLE|LOW_YAW
625,measure12-0625.txt,9,3,90,53,rear,2.9206,2.9769,5.63,-13.061,-5.283,7.778,-13.061,1.614,14.675,TRUE,9.7504,3.1303,83.103,76.17,6.897,6.654,YAW|LOW_YAW
625,measure12-0625.txt,9,3,90,58,front,1.6641,1.7561,9.2,10.736,14.245,3.509,-79.264,-71.243,8.021,TRUE,8.741,2.9723,85.489,26.05,4.511,4.613,OK
625,measure12-0625.txt,9,3,180,34,front,3.3264,3.3052,-2.12,41.405,39.316,-2.089,-48.595,-54.713,-6.118,TRUE,9.2028,3.2946,184.029,35.76,4.029,2.344,EDGE|FAR
625,measure12-0625.txt,9,3,180,56,rear,1.1021,1.1911,8.9,18.517,23.11,4.592,18.517,-2.342,-20.859,TRUE,8.8602,2.5777,205.451,44.48,25.451,7.483,YAW|LOW_YAW
625,measure12-0625.txt,9,3,270,32,rear,2.2356,2.205,-3.06,-16.368,-5.065,11.303,-16.368,-12.999,3.369,TRUE,8.8736,2.997,277.934,12.65,7.934,5.053,ANGLE
625,measure12-0625.txt,9,3,270,51,front,2.9249,2.9696,4.47,31.081,30.765,-0.317,31.081,30.69,-0.392,TRUE,9.0056,3.0487,270.075,4.9,0.075,1.078,EDGE
625,measure12-0625.txt,9,3,270,52,front,2.6896,2.7016,1.2,9.2,7.199,-2.001,9.2,0.014,-9.186,TRUE,8.5638,3.0462,277.185,43.87,7.185,2.744,LOW_YAW
625,measure12-0625.txt,9,3,270,53,front,2.9206,2.9077,-1.29,-13.061,-14.796,-1.735,-13.061,-19.27,-6.209,TRUE,8.6961,2.8996,274.474,32,4.474,2.077,OK
625,measure12-0625.txt,9,3,270,54,front,2.6253,2.6258,0.05,-27.199,-27.118,0.082,62.801,59.193,-3.607,TRUE,8.8517,2.9202,273.689,16.84,3.689,0.759,OK
625,measure12-0625.txt,9,4,0,56,front,1.7072,1.8428,13.56,52.257,40.745,-11.513,52.257,46.339,-5.918,TRUE,8.773,3.9885,354.406,22.73,5.594,7.733,ANGLE|EDGE
625,measure12-0625.txt,9,4,0,57,front,1.0959,1.3516,25.57,17.526,6.372,-11.154,17.526,6.694,-10.831,TRUE,8.7026,3.8279,359.677,34.36,0.323,10.999,DIST|ANGLE|LOW_YAW
625,measure12-0625.txt,9,4,90,32,front,1.3069,1.3089,0.2,-28.82,-26.658,2.163,-28.82,-36.631,-7.811,TRUE,9.1605,4.0954,99.973,18.67,9.973,2.323,OK
625,measure12-0625.txt,9,4,90,58,front,0.7066,0.8841,17.75,26.021,35.42,9.398,-63.979,-55.98,7.999,TRUE,8.8167,3.9022,91.399,20.77,1.399,8.282,DIST|ANGLE|EDGE
625,measure12-0625.txt,9,4,180,33,front,1.9484,1.9644,1.6,38.017,35.109,-2.907,-51.983,-54.857,-2.874,TRUE,9.0713,4.0692,179.967,9.94,0.033,1.864,EDGE
625,measure12-0625.txt,9,4,180,34,front,2.7686,2.779,1.04,25.686,22.641,-3.045,-64.314,-62.709,1.605,TRUE,8.9745,3.9213,175.35,8.27,4.65,1.544,OK
625,measure12-0625.txt,9,4,180,40,front,7.7682,7.4125,-35.57,4.43,0.291,-4.138,4.43,-2.214,-6.644,TRUE,8.6619,4.8888,182.506,95.09,2.506,9.822,DIST|LOW_YAW|FAR
625,measure12-0625.txt,9,4,180,57,rear,1.0959,1.1804,8.45,17.526,21.06,3.534,17.526,-2.342,-19.867,TRUE,8.8701,3.5999,203.402,42.06,23.402,6.842,YAW|LOW_YAW
625,measure12-0625.txt,9,4,270,50,front,4.4854,4.4872,0.18,35.426,34.397,-1.03,35.426,37.278,1.852,TRUE,9.1206,3.9154,267.119,14.73,2.881,0.749,EDGE|FAR
625,measure12-0625.txt,9,4,270,51,front,3.8164,3.7775,-3.89,23.307,21.902,-1.405,23.307,23.6,0.293,TRUE,9.0039,3.9565,268.302,4.36,1.698,1.306,FAR
625,measure12-0625.txt,9,4,270,52,front,3.6802,3.6698,-1.04,6.71,3.655,-3.055,6.71,3.888,-2.822,TRUE,8.819,4.0064,269.767,18.11,0.233,1.791,LOW_YAW|FAR
625,measure12-0625.txt,9,4,270,53,front,3.9012,3.9027,0.15,-9.74,-12.662,-2.922,-9.74,9.14,18.88,TRUE,10.3004,4.0042,248.198,130.04,21.802,4.779,YAW|LOW_YAW|FAR
625,measure12-0625.txt,9,4,270,55,front,2.563,2.5722,0.92,-25.415,-27.005,-1.59,64.585,56.965,-7.62,TRUE,8.692,3.8411,276.03,34.66,6.03,2.237,OK
