tag_id,camera_role,obs_count,used_count,rejected_count,reject_rate,mean_abs_distance_error_m,mean_abs_angle_error_deg,mean_abs_yaw_error_deg,used_mean_abs_distance_error_m,used_mean_abs_angle_error_deg,used_mean_abs_yaw_error_deg,yaw_accept_count,yaw_keep_accept_count,yaw_flip_accept_count,yaw_reject_edge_count,yaw_poor_match_count
40,front,3,3,0,0.0,0.1376666666666667,3.4,36.53333333333334,0.1376666666666667,3.4,36.53333333333334,3,2,1,0,0
41,front,3,3,0,0.0,0.036333333333333336,5.466666666666666,30.5,0.036333333333333336,5.466666666666666,30.5,1,1,0,2,0
42,front,4,4,0,0.0,0.06375,5.7,10.625,0.06375,5.7,10.625,1,1,0,3,0
43,front,3,3,0,0.0,0.02666666666666667,0.9666666666666667,3.5,0.02666666666666667,0.9666666666666667,3.5,2,2,0,1,0
44,front,7,7,0,0.0,0.057,0.8857142857142856,18.071428571428573,0.057,0.8857142857142856,18.071428571428573,3,2,1,4,0
44,rear,1,1,0,0.0,0.02,1.5,5.7,0.02,1.5,5.7,0,0,0,1,0
45,front,8,8,0,0.0,0.098375,1.3125,22.474999999999998,0.098375,1.3125,22.474999999999998,4,3,1,1,1
45,rear,2,2,0,0.0,0.032,3.4,16.45,0.032,3.4,16.45,0,0,0,2,0
46,front,9,9,0,0.0,0.08366666666666667,2.2444444444444445,17.977777777777778,0.08366666666666667,2.2444444444444445,17.977777777777778,5,4,1,2,0
46,rear,1,1,0,0.0,0.016,0.7,2.7,0.016,0.7,2.7,0,0,0,1,0
47,front,9,9,0,0.0,0.05488888888888889,2.3222222222222224,7.333333333333333,0.05488888888888889,2.3222222222222224,7.333333333333333,6,5,1,2,0
47,rear,1,1,0,0.0,0.031,0.5,14.4,0.031,0.5,14.4,0,0,0,1,0
48,front,9,9,0,0.0,0.08622222222222223,2.2222222222222223,23.98888888888889,0.08622222222222223,2.2222222222222223,23.98888888888889,5,3,2,3,0
48,rear,2,2,0,0.0,0.0315,2.75,3.35,0.0315,2.75,3.35,1,1,0,1,0
49,front,6,6,0,0.0,0.04033333333333333,3.6166666666666667,22.666666666666668,0.04033333333333333,3.6166666666666667,22.666666666666668,2,2,0,3,0
49,rear,4,4,0,0.0,0.02475,3.275,8.0,0.02475,3.275,8.0,2,2,0,1,1
50,front,5,5,0,0.0,0.0638,3.1399999999999997,21.740000000000002,0.0638,3.1399999999999997,21.740000000000002,2,1,1,1,0
50,rear,2,2,0,0.0,0.01,2.65,11.5,0.01,2.65,11.5,0,0,0,2,0
51,front,5,5,0,0.0,0.1182,3.96,13.84,0.1182,3.96,13.84,2,2,0,2,0
51,rear,1,1,0,0.0,0.061,1.5,6.8,0.061,1.5,6.8,1,1,0,0,0
52,front,3,3,0,0.0,0.057333333333333326,2.2666666666666666,17.133333333333333,0.057333333333333326,2.2666666666666666,17.133333333333333,0,0,0,3,0
52,rear,3,3,0,0.0,0.04700000000000001,3.5666666666666664,8.5,0.04700000000000001,3.5666666666666664,8.5,1,1,0,2,0
53,front,4,4,0,0.0,0.035,4.3,21.125,0.035,4.3,21.125,3,2,1,1,0
54,front,1,1,0,0.0,0.032,1.4,31.9,0.032,1.4,31.9,0,0,0,1,0
55,front,6,6,0,0.0,0.042166666666666665,1.75,3.65,0.042166666666666665,1.75,3.65,5,5,0,1,0
56,front,4,4,0,0.0,0.04875,2.0,1.425,0.04875,2.0,1.425,4,4,0,0,0
57,front,5,5,0,0.0,0.0686,1.6600000000000001,29.660000000000004,0.0686,1.6600000000000001,29.660000000000004,2,1,1,3,0
58,front,2,2,0,0.0,0.051,2.75,1.4500000000000002,0.051,2.75,1.4500000000000002,2,2,0,0,0
58,rear,2,2,0,0.0,0.0335,2.9,2.7,0.0335,2.9,2.7,0,0,0,2,0
