tag_id,camera_role,metric,count,mean_raw,median,std_raw,mad,robust_sigma,outlier_count,mean_clean,std_clean,min_clean,max_clean
49,front,angle_error_deg,10,-1.3409,-1.8499999999999999,5.012888775723812,2.5040000000000004,3.7124304000000006,1,-2.545444444444444,3.456479896915036,-9.171,1.5
49,front,distance_error_cm,10,-1.2940000000000003,-0.75,3.1552573411512554,1.945,2.883657,0,-1.2940000000000003,3.1552573411512554,-6.2,4.01
49,front,single_heading_err_deg,10,8.0292,5.371,7.101216355902229,4.2204999999999995,6.257313299999999,0,8.0292,7.101216355902229,0.872,19.9
49,front,single_pos_err_cm,10,48.613000000000014,44.405,39.8279812443463,31.380000000000003,46.523988,0,48.613000000000014,39.8279812443463,8.54,125.65
49,front,yaw_error_deg,10,-3.9755000000000003,-5.0649999999999995,8.682996337030719,4.135000000000001,6.1305510000000005,1,-5.983888888888888,6.280162168376793,-18.527,2.181
49,rear,angle_error_deg,5,3.9262000000000006,3.3,2.571006262147177,0.6999999999999997,1.0378199999999995,1,2.8435,0.9992508860808347,1.574,3.9
49,rear,distance_error_cm,5,6.618,6.4,9.76419069867032,4.2,6.22692,0,6.618,9.76419069867032,-4.43,22.1
49,rear,single_heading_err_deg,5,10.6756,6.58,10.892031803111852,6.18,9.162467999999999,0,10.6756,10.892031803111852,0.4,27.198
49,rear,single_pos_err_cm,5,60.724000000000004,35.49,45.39866991443692,5.57,8.258082,2,33.449999999999996,3.0694136247824266,29.92,35.49
49,rear,yaw_error_deg,5,1.0506,4.3,13.921590383285956,9.306000000000001,13.797075600000001,0,1.0506,13.921590383285956,-18.941,18.3
50,front,angle_error_deg,8,-1.0005,-1.28,5.009934644569443,1.1139999999999999,1.6516163999999998,2,-1.7515,1.5875502826682373,-4.647,-0.022
50,front,distance_error_cm,8,-0.4524999999999998,-0.92,3.758912266676549,1.1900000000000002,1.7642940000000003,1,-1.667142857142857,1.6475205035215221,-4.7,0.18
50,front,single_heading_err_deg,8,18.08425,13.2025,17.57824965079613,10.424,15.454622399999998,0,18.08425,17.57824965079613,2.348,48.0
50,front,single_pos_err_cm,8,84.21875000000001,76.135,99.90638967660821,41.405,61.387053,1,51.41285714285714,40.00066029216923,1.01,97.54
50,front,yaw_error_deg,8,8.184124999999998,0.9750000000000001,21.20259340901148,11.559,17.137373399999998,0,8.184124999999998,21.20259340901148,-12.8,46.9
50,rear,angle_error_deg,3,3.369666666666667,2.6,2.4460687507372585,1.199,1.7776374,0,3.369666666666667,2.4460687507372585,1.401,6.108
50,rear,distance_error_cm,3,4.2700000000000005,-3.09,12.84327450458021,0.11000000000000032,0.16308600000000045,1,-3.145,0.07778174593052045,-3.2,-3.09
