group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,est_h,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_cm,distance_weight,measured_angle_deg,predicted_angle_deg,angle_residual_deg,angle_weight,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,yaw_weight
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.9312500000000004,4.003125,86.875,49,rear,4.33,4.12000391594362,20.999608405637993,0.25,-18.1,-24.817224624772393,6.717224624772399,0.1,-2.3,-21.692224624772393,19.392224624772382,0.0025
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,38,front,1.803,1.7904694002602581,1.25305997397418,1.0,37.3,38.412580242236004,-1.1125802422359925,0.5,-53.7,-45.962419757763996,-7.7375802422359925,0.05
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,40,front,2.786,2.817319924765542,-3.1319924765541796,1.0,8.3,9.700181519766488,-1.4001815197664769,0.5,-18.6,15.325181519766488,-33.92518151976648,0.0
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,41,front,2.757,2.729115872204251,2.7884127795749336,1.0,-12.5,-10.994601590578384,-1.5053984094216162,0.5,-13.8,-5.369601590578384,-8.430398409421628,0.05
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,42,front,2.943,2.954239435367467,-1.1239435367466744,1.0,-25.6,-29.705560904814746,4.105560904814752,0.5,-35.3,-24.080560904814746,-11.219439095185237,0.0125
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.9812499999999997,3.9531249999999996,268.75,46,front,4.033,4.034301604381108,-0.13016043811076017,1.0,18.4,18.451602638126076,-0.05160263812607013,0.5,-25.9,19.701602638126076,-45.60160263812608,0.0
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.9812499999999997,3.9531249999999996,268.75,48,front,3.834,3.8349315182556607,-0.09315182556606239,1.0,-10.5,-9.193132395860971,-1.306867604139029,0.5,-12.2,-7.943132395860971,-4.256867604139018,0.05
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.9812499999999997,3.9531249999999996,268.75,49,front,4.071,4.072665639212633,-0.16656392126330744,1.0,-21.0,-22.4073608560023,1.407360856002299,0.5,-26.7,-21.1573608560023,-5.54263914399769,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.90625,3.290625000000001,355.3125,32,front,3.916,3.909440858755807,0.655914124419299,1.0,-28.8,-33.99855719065772,5.198557190657709,0.5,56.4,60.68894280934228,-4.288942809342274,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.90625,3.290625000000001,355.3125,41,rear,3.819,3.65382070527729,16.517929472271,0.25,15.4,1.6487303781550224,13.751269621844983,0.0,-7.9,6.336230378155022,-14.236230378155028,0.0025
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.90625,3.290625000000001,355.3125,55,front,5.385,5.369374628583108,1.562537141689191,1.0,10.9,12.15943678254132,-1.2594367825413144,0.5,9.3,16.84693678254132,-7.546936782541309,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.90625,3.290625000000001,355.3125,56,front,5.188,5.166824750907446,2.1175249092554083,0.5,-1.0,1.2684592931011593,-2.2684592931011593,0.5,7.2,5.955959293101159,1.2440407068988293,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.90625,3.290625000000001,355.3125,57,front,4.847,5.161663696048744,-31.466369604874345,0.0,-11.8,-10.066474130973575,-1.7335258690264368,0.5,14.0,-5.378974130973575,19.378974130973575,0.0125
