x_m,y_m,room,best_heading_deg,backup_heading_deg,best_status,backup_status,best_score,backup_score,best_front_good_count,best_rear_good_count,best_good_total_count,best_effective_good_count,best_front_weighted_count,best_rear_weighted_count,best_geometry_span_deg,best_front_good_tag_ids,best_rear_good_tag_ids,best_all_good_tag_ids,backup_front_good_tag_ids,backup_rear_good_tag_ids,backup_all_good_tag_ids
10.3,3.8,inner,230.0,260.0,MARGINAL,MARGINAL,34.819927,30.009254,4,0,4,3.1,3.1,0.0,38.199,50 51 52 53,,50 51 52 53,51 52 53,,51 52 53
10.4,3.8,inner,225.0,255.0,MARGINAL,MARGINAL,34.742312,34.742312,4,0,4,3.1,3.1,0.0,37.423,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.5,3.8,inner,225.0,255.0,MARGINAL,MARGINAL,34.664237,34.664237,4,0,4,3.1,3.1,0.0,36.642,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.6,3.8,inner,235.0,265.0,MARGINAL,BAD,34.585936,18.578819,4,0,4,3.1,3.1,0.0,35.859,50 51 52 53,,50 51 52 53,52 53,,52 53
10.7,3.8,inner,220.0,250.0,MARGINAL,MARGINAL,31.507629,31.507629,4,0,4,2.8,2.8,0.0,35.076,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.8,3.8,inner,220.0,250.0,MARGINAL,MARGINAL,31.429519,31.429519,4,0,4,2.8,2.8,0.0,34.295,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.9,3.8,inner,220.0,250.0,MARGINAL,MARGINAL,31.351796,31.351796,4,0,4,2.8,2.8,0.0,33.518,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.0,3.8,inner,220.0,250.0,MARGINAL,MARGINAL,31.274632,31.274632,4,0,4,2.8,2.8,0.0,32.746,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.1,3.8,inner,215.0,245.0,MARGINAL,MARGINAL,31.198186,31.198186,4,0,4,2.8,2.8,0.0,31.982,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.2,3.8,inner,215.0,245.0,MARGINAL,MARGINAL,31.122599,31.122599,4,0,4,2.8,2.8,0.0,31.226,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.3,3.8,inner,220.0,250.0,MARGINAL,MARGINAL,28.047998,28.047998,4,0,4,2.5,2.5,0.0,30.48,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.4,3.8,inner,215.0,245.0,BAD,BAD,20.414017,20.414017,3,0,3,1.8,1.8,0.0,24.14,51 52 53,,51 52 53,51 52 53,,51 52 53
0.0,3.9,inner,290.0,320.0,MARGINAL,MARGINAL,24.615922,24.615922,4,0,4,2.2,2.2,0.0,26.159,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.1,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,24.680089,24.680089,4,0,4,2.2,2.2,0.0,26.801,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.2,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,24.744976,24.744976,4,0,4,2.2,2.2,0.0,27.45,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.3,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,30.810462,30.810462,4,0,4,2.8,2.8,0.0,28.105,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.4,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,30.876415,30.876415,4,0,4,2.8,2.8,0.0,28.764,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.5,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,30.942691,30.942691,4,0,4,2.8,2.8,0.0,29.427,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.6,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,31.009129,31.009129,4,0,4,2.8,2.8,0.0,30.091,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.7,3.9,inner,285.0,315.0,MARGINAL,MARGINAL,31.075558,31.075558,4,0,4,2.8,2.8,0.0,30.756,45 46 47 48,,45 46 47 48,45 46 47 48,,45 46 47 48
0.8,3.9,inner,290.0,250.0,MARGINAL,BAD,35.784869,29.331287,5,0,5,3.2,3.2,0.0,37.849,45 46 47 48 49,,45 46 47 48 49,45,39,45 39
0.9,3.9,inner,290.0,250.0,MARGINAL,BAD,35.867772,29.790657,5,0,5,3.2,3.2,0.0,38.678,45 46 47 48 49,,45 46 47 48 49,45,39,45 39
1.0,3.9,inner,285.0,250.0,MARGINAL,BAD,35.950553,30.273474,5,0,5,3.2,3.2,0.0,39.506,45 46 47 48 49,,45 46 47 48 49,45,39,45 39
1.1,3.9,inner,260.0,290.0,MARGINAL,MARGINAL,37.779363,36.032997,2,1,3,2.3,1.7,0.6,147.794,45 46,39,45 46 39,45 46 47 48 49,,45 46 47 48 49
1.2,3.9,inner,285.0,245.0,MARGINAL,BAD,39.114876,31.307235,5,0,5,3.5,3.5,0.0,41.149,45 46 47 48 49,,45 46 47 48 49,45,39,45 39
1.3,3.9,inner,285.0,255.0,MARGINAL,MARGINAL,42.195956,41.855156,5,0,5,3.8,3.8,0.0,41.96,45 46 47 48 49,,45 46 47 48 49,45 46,39,45 46 39
1.4,3.9,inner,270.0,300.0,GOOD,MARGINAL,49.420273,42.27599,3,1,4,3.3,2.7,0.6,164.203,45 46 47,39,45 46 47 39,45 46 47 48 49,,45 46 47 48 49
1.5,3.9,inner,275.0,305.0,GOOD,MARGINAL,56.998823,42.354729,4,1,5,4.0,3.4,0.6,169.988,45 46 47 48,39,45 46 47 48 39,45 46 47 48 49,,45 46 47 48 49
1.6,3.9,inner,275.0,305.0,GOOD,GOOD,57.586249,47.199845,4,1,5,4.0,3.4,0.6,175.862,45 46 47 48,39,45 46 47 48 39,45 46 47 48 49 50,,45 46 47 48 49 50
1.7,3.9,inner,290.0,260.0,GOOD,MARGINAL,68.046728,44.17743,6,1,7,4.8,4.2,0.6,200.467,45 46 47 48 49 50,40,45 46 47 48 49 50 40,45 46,39,45 46 39
1.8,3.9,inner,295.0,265.0,GOOD,GOOD,67.500589,51.766995,6,1,7,4.8,4.2,0.6,195.006,45 46 47 48 49 50,40,45 46 47 48 49 50 40,45 46 47,39,45 46 47 39
1.9,3.9,inner,270.0,300.0,GOOD,GOOD,70.44498,67.007671,5,1,6,5.0,4.4,0.6,204.45,42 45 46 47 48,39,42 45 46 47 48 39,45 46 47 48 49 50,40,45 46 47 48 49 50 40
2.0,3.9,inner,290.0,245.0,GOOD,GOOD,67.92067,54.829196,6,1,7,4.8,4.2,0.6,199.207,45 46 47 48 49 50,39,45 46 47 48 49 50 39,42 45 46,38,42 45 46 38
2.1,3.9,inner,290.0,260.0,GOOD,GOOD,68.475863,62.524349,6,1,7,4.8,4.2,0.6,204.759,45 46 47 48 49 50,39,45 46 47 48 49 50 39,42 45 46 47,38,42 45 46 47 38
2.2,3.9,inner,285.0,245.0,GOOD,GOOD,74.713981,56.213414,6,1,7,5.4,4.8,0.6,207.14,45 46 47 48 49 50,39,45 46 47 48 49 50 39,42 45 46,38,42 45 46 38
2.3,3.9,inner,285.0,255.0,GOOD,GOOD,74.278093,66.89586,6,1,7,5.4,4.8,0.6,202.781,45 46 47 48 49 50,39,45 46 47 48 49 50 39,42 45 46 47,38,42 45 46 47 38
2.4,3.9,inner,290.0,255.0,GOOD,GOOD,73.861786,66.700861,6,1,7,5.4,4.8,0.6,198.618,45 46 47 48 49 50,39,45 46 47 48 49 50 39,42 45 46 47,38,42 45 46 47 38
2.5,3.9,inner,255.0,290.0,GOOD,GOOD,76.12969,73.465472,5,1,6,5.6,5.0,0.6,201.297,42 43 45 46 47,38,42 43 45 46 47 38,45 46 47 48 49 50,39,45 46 47 48 49 50 39
2.6,3.9,inner,265.0,295.0,GOOD,GOOD,73.800753,67.913871,5,1,6,5.3,4.7,0.6,208.008,43 45 46 47 48,38,43 45 46 47 48 38,46 47 48 49 50 51,39,46 47 48 49 50 51 39
2.7,3.9,inner,285.0,235.0,GOOD,GOOD,73.824796,65.775568,6,1,7,5.4,4.8,0.6,198.248,45 46 47 48 49 50,38,45 46 47 48 49 50 38,42 43 45 46,37,42 43 45 46 37
2.8,3.9,inner,250.0,285.0,GOOD,GOOD,76.266434,74.401106,5,1,6,5.6,5.0,0.6,202.664,42 43 45 46 47,37,42 43 45 46 47 37,45 46 47 48 49 50,38,45 46 47 48 49 50 38
2.9,3.9,inner,280.0,235.0,GOOD,GOOD,77.966904,66.374381,6,1,7,5.7,5.1,0.6,209.669,45 46 47 48 49 50,38,45 46 47 48 49 50 38,42 43 45 46,37,42 43 45 46 37
3.0,3.9,inner,280.0,245.0,GOOD,GOOD,77.739692,77.272407,6,1,7,5.7,5.1,0.6,207.397,45 46 47 48 49 50,38,45 46 47 48 49 50 38,42 43 45 46 47,37,42 43 45 46 47 37
3.1,3.9,inner,245.0,280.0,GOOD,GOOD,83.755481,77.255442,6,1,7,6.3,5.7,0.6,207.555,42 43 44 45 46 47,37,42 43 44 45 46 47 37,45 46 47 48 49 50,38,45 46 47 48 49 50 38
3.2,3.9,inner,255.0,290.0,GOOD,GOOD,83.567941,74.743729,6,1,7,6.3,5.7,0.6,205.679,43 44 45 46 47 48,37,43 44 45 46 47 48 37,46 47 48 49 50 51,38,46 47 48 49 50 51 38
3.3,3.9,inner,255.0,215.0,GOOD,GOOD,84.023804,79.867413,6,1,7,6.3,5.7,0.6,210.238,43 44 45 46 47 48,37,43 44 45 46 47 48 37,41 42 43 44 45,35 36,41 42 43 44 45 35 36
3.4,3.9,inner,255.0,215.0,GOOD,GOOD,83.459848,80.118992,6,1,7,6.3,5.7,0.6,204.598,43 44 45 46 47 48,37,43 44 45 46 47 48 37,41 42 43 44 45,35 36,41 42 43 44 45 35 36
3.5,3.9,inner,255.0,210.0,GOOD,GOOD,82.88448,80.126165,6,1,7,6.3,5.7,0.6,198.845,43 44 45 46 47 48,37,43 44 45 46 47 48 37,41 42 43 44 45,35 36,41 42 43 44 45 35 36
3.6,3.9,inner,235.0,265.0,GOOD,GOOD,82.599499,80.551805,6,1,7,6.3,5.7,0.6,195.995,42 43 44 45 46 47,36,42 43 44 45 46 47 36,44 45 46 47 48 49,37,44 45 46 47 48 49 37
3.7,3.9,inner,235.0,265.0,GOOD,GOOD,83.012239,79.989073,6,1,7,6.3,5.7,0.6,200.122,42 43 44 45 46 47,36,42 43 44 45 46 47 36,44 45 46 47 48 49,37,44 45 46 47 48 49 37
3.8,3.9,inner,235.0,275.0,GOOD,GOOD,80.45972,77.658605,6,1,7,6.0,5.4,0.6,204.597,42 43 44 45 46 47,36,42 43 44 45 46 47 36,45 46 47 48 49 50,37,45 46 47 48 49 50 37
3.9,3.9,inner,235.0,285.0,GOOD,GOOD,80.947166,78.202806,6,1,7,6.0,5.4,0.6,209.472,42 43 44 45 46 47,36,42 43 44 45 46 47 36,46 47 48 49 50 51,37,46 47 48 49 50 51 37
4.0,3.9,inner,230.0,290.0,GOOD,GOOD,87.47914,71.410931,6,2,8,6.6,5.4,1.2,214.791,42 43 44 45 46 47,35 36,42 43 44 45 46 47 35 36,47 48 49 50 51 52,37,47 48 49 50 51 52 37
4.1,3.9,inner,230.0,280.0,GOOD,GOOD,84.903322,77.299406,6,2,8,6.3,5.1,1.2,219.033,42 43 44 45 46 47,35 36,42 43 44 45 46 47 35 36,46 47 48 49 50 51,37,46 47 48 49 50 51 37
4.2,3.9,inner,235.0,290.0,GOOD,GOOD,84.543991,74.530292,6,2,8,6.3,5.1,1.2,215.44,42 43 44 45 46 47,35 36,42 43 44 45 46 47 35 36,47 48 49 50 51 52,37,47 48 49 50 51 52 37
4.3,3.9,inner,215.0,255.0,GOOD,GOOD,84.499022,77.804953,6,2,8,6.3,5.1,1.2,214.99,41 42 43 44 45 46,34 35,41 42 43 44 45 46 34 35,44 45 46 47 48 49,36,44 45 46 47 48 49 36
4.4,3.9,inner,225.0,265.0,GOOD,GOOD,83.988187,77.623195,6,2,8,6.3,5.1,1.2,209.882,42 43 44 45 46 47,34 35,42 43 44 45 46 47 34 35,45 46 47 48 49 50,36,45 46 47 48 49 50 36
4.5,3.9,inner,225.0,265.0,GOOD,GOOD,84.311024,78.048485,6,2,8,6.3,5.1,1.2,213.11,42 43 44 45 46 47,34 35,42 43 44 45 46 47 34 35,45 46 47 48 49 50,36,45 46 47 48 49 50 36
4.6,3.9,inner,225.0,265.0,GOOD,GOOD,84.651465,80.241592,6,2,8,6.3,5.1,1.2,216.515,42 43 44 45 46 47,34 35,42 43 44 45 46 47 34 35,45 46 47 48 49 50,36,45 46 47 48 49 50 36
4.7,3.9,inner,225.0,275.0,GOOD,GOOD,81.669369,80.809697,6,2,8,6.0,4.8,1.2,216.694,42 43 44 45 46 47,34 35,42 43 44 45 46 47 34 35,46 47 48 49 50 51,36,46 47 48 49 50 51 36
4.8,3.9,inner,230.0,285.0,GOOD,GOOD,81.369385,77.904343,6,2,8,6.0,4.8,1.2,213.694,42 43 44 45 46 47,34 35,42 43 44 45 46 47 34 35,47 48 49 50 51 52,36,47 48 49 50 51 52 36
4.9,3.9,inner,245.0,285.0,GOOD,GOOD,85.301076,77.227361,7,1,8,6.4,5.8,0.6,213.011,43 44 45 46 47 48 49,35,43 44 45 46 47 48 49 35,47 48 49 50 51 52,36,47 48 49 50 51 52 36
5.0,3.9,inner,215.0,245.0,GOOD,GOOD,81.736806,74.779109,7,1,8,6.1,5.5,0.6,207.368,41 42 43 44 45 46 47,34,41 42 43 44 45 46 47 34,44 45 46 47 48 49,35,44 45 46 47 48 49 35
5.1,3.9,inner,305.0,215.0,GOOD,GOOD,79.284909,78.402003,7,2,9,5.8,4.6,1.2,212.849,49 50 51 52 53 54 55,36 37,49 50 51 52 53 54 55 36 37,41 42 43 44 45 46 47,34,41 42 43 44 45 46 47 34
5.2,3.9,inner,215.0,270.0,GOOD,GOOD,79.619045,77.117981,7,2,9,5.8,4.6,1.2,216.19,41 42 43 44 45 46 47,33 34,41 42 43 44 45 46 47 33 34,46 47 48 49 50 51,35,46 47 48 49 50 51 35
5.3,3.9,inner,225.0,315.0,GOOD,GOOD,79.276237,76.438924,7,2,9,5.8,4.6,1.2,212.762,42 43 44 45 46 47 48,33 34,42 43 44 45 46 47 48 33 34,50 51 52 53 54 55 56,36 37,50 51 52 53 54 55 56 36 37
5.4,3.9,inner,225.0,315.0,GOOD,GOOD,79.568983,79.057691,7,2,9,5.8,4.6,1.2,215.69,42 43 44 45 46 47 48,33 34,42 43 44 45 46 47 48 33 34,50 51 52 53 54 55 56,36 37,50 51 52 53 54 55 56 36 37
5.5,3.9,inner,225.0,315.0,GOOD,GOOD,79.880213,78.714968,7,2,9,5.8,4.6,1.2,218.802,42 43 44 45 46 47 48,33 34,42 43 44 45 46 47 48 33 34,50 51 52 53 54 55 56,36 37,50 51 52 53 54 55 56 36 37
5.6,3.9,inner,315.0,275.0,GOOD,GOOD,81.405973,81.262748,7,2,9,6.1,4.9,1.2,204.06,50 51 52 53 54 55 56,36 37,50 51 52 53 54 55 56 36 37,47 48 49 50 51 52,35,47 48 49 50 51 52 35
5.7,3.9,inner,315.0,275.0,GOOD,GOOD,81.126235,80.973903,7,2,9,6.1,4.9,1.2,201.262,50 51 52 53 54 55 56,36 37,50 51 52 53 54 55 56 36 37,47 48 49 50 51 52,35,47 48 49 50 51 52 35
5.8,3.9,inner,325.0,245.0,GOOD,GOOD,79.195839,78.857749,7,2,9,5.8,4.6,1.2,211.958,51 52 53 54 55 56 57,36 37,51 52 53 54 55 56 57 36 37,44 45 46 47 48 49 50,34,44 45 46 47 48 49 50 34
5.9,3.9,inner,235.0,325.0,GOOD,GOOD,80.219192,72.992855,7,2,9,5.8,4.6,1.2,222.192,43 44 45 46 47 48 49,33 34,43 44 45 46 47 48 49 33 34,51 52 53 54 55 56 57,36,51 52 53 54 55 56 57 36
6.0,3.9,inner,280.0,245.0,GOOD,GOOD,74.288736,72.541626,6,1,7,5.4,4.8,0.6,202.887,48 49 50 51 52 53,35,48 49 50 51 52 53 35,44 45 46 47 48 49 50,34,44 45 46 47 48 49 50 34
6.1,3.9,inner,260.0,290.0,GOOD,GOOD,74.741463,71.73402,6,1,7,5.4,4.8,0.6,207.415,46 47 48 49 50 51,34,46 47 48 49 50 51 34,49 50 51 52 53 54,35,49 50 51 52 53 54 35
6.2,3.9,inner,225.0,260.0,GOOD,GOOD,77.405052,75.133262,8,2,10,5.6,4.4,1.2,214.051,42 43 44 45 46 47 48 49,32 33,42 43 44 45 46 47 48 49 32 33,46 47 48 49 50 51,34,46 47 48 49 50 51 34
6.3,3.9,inner,225.0,255.0,GOOD,GOOD,77.675227,74.55616,8,2,10,5.6,4.4,1.2,216.752,42 43 44 45 46 47 48 49,32 33,42 43 44 45 46 47 48 49 32 33,46 47 48 49 50 51,34,46 47 48 49 50 51 34
6.4,3.9,inner,300.0,255.0,GOOD,GOOD,74.491379,73.968853,6,1,7,5.4,4.8,0.6,204.914,50 51 52 53 54 55,35,50 51 52 53 54 55 35,46 47 48 49 50 51,34,46 47 48 49 50 51 34
6.5,3.9,inner,285.0,315.0,GOOD,GOOD,76.764891,74.160133,6,1,7,5.7,5.1,0.6,197.649,49 50 51 52 53 54,34,49 50 51 52 53 54 34,51 52 53 54 55 56,35,51 52 53 54 55 56 35
6.6,3.9,inner,275.0,310.0,GOOD,GOOD,78.226127,74.581115,6,1,7,5.7,5.1,0.6,212.261,48 49 50 51 52 53,34,48 49 50 51 52 53 34,51 52 53 54 55 56,35,51 52 53 54 55 56 35
6.7,3.9,inner,285.0,315.0,GOOD,GOOD,77.9094,77.860326,6,1,7,5.7,5.1,0.6,209.094,49 50 51 52 53 54,34,49 50 51 52 53 54 34,51 52 53 54 55 56,35,51 52 53 54 55 56 35
6.8,3.9,inner,310.0,250.0,GOOD,GOOD,80.578732,74.25889,6,1,7,6.0,5.4,0.6,205.787,51 52 53 54 55 56,35,51 52 53 54 55 56 35,46 47 48 49 50 51,33,46 47 48 49 50 51 33
6.9,3.9,inner,295.0,325.0,GOOD,GOOD,80.697903,80.229566,6,1,7,6.0,5.4,0.6,206.979,50 51 52 53 54 55,34,50 51 52 53 54 55 34,52 53 54 55 56 57,35,52 53 54 55 56 57 35
7.0,3.9,inner,295.0,325.0,GOOD,GOOD,81.207588,80.558125,6,1,7,6.0,5.4,0.6,212.076,50 51 52 53 54 55,34,50 51 52 53 54 55 34,52 53 54 55 56 57,35,52 53 54 55 56 57 35
7.1,3.9,inner,310.0,270.0,GOOD,GOOD,88.246146,77.086515,6,2,8,6.6,5.4,1.2,222.461,51 52 53 54 55 56,34 35,51 52 53 54 55 56 34 35,48 49 50 51 52 53,33,48 49 50 51 52 53 33
7.2,3.9,inner,325.0,290.0,GOOD,GOOD,81.181282,80.321174,6,1,7,6.0,5.4,0.6,211.813,52 53 54 55 56 57,35,52 53 54 55 56 57 35,50 51 52 53 54 55,34,50 51 52 53 54 55 34
7.3,3.9,inner,305.0,255.0,GOOD,GOOD,81.003538,74.421847,6,1,7,6.0,5.4,0.6,210.035,51 52 53 54 55 56,34,51 52 53 54 55 56 34,47 48 49 50 51 52,33,47 48 49 50 51 52 33
7.4,3.9,inner,305.0,270.0,GOOD,GOOD,81.07714,70.672426,6,1,7,6.0,5.4,0.6,210.771,51 52 53 54 55 56,34,51 52 53 54 55 56 34,49 50 51 52 53,33,49 50 51 52 53 33
7.5,3.9,inner,315.0,270.0,GOOD,GOOD,76.721228,70.56545,5,2,7,5.6,4.4,1.2,207.212,52 53 54 55 56,34 35,52 53 54 55 56 34 35,49 50 51 52 53,33,49 50 51 52 53 33
7.6,3.9,inner,285.0,325.0,GOOD,GOOD,80.670244,76.977817,6,1,7,6.0,5.4,0.6,206.702,50 51 52 53 54 55,33,50 51 52 53 54 55 33,53 54 55 56 57,34 35,53 54 55 56 57 34 35
7.7,3.9,inner,315.0,250.0,GOOD,GOOD,79.052112,74.018608,5,2,7,5.9,4.7,1.2,200.521,52 53 54 55 56,34 35,52 53 54 55 56 34 35,47 48 49 50 51 52,32,47 48 49 50 51 52 32
7.8,3.9,inner,250.0,285.0,GOOD,GOOD,74.445687,73.181902,6,1,7,5.4,4.8,0.6,204.457,47 48 49 50 51 52,32,47 48 49 50 51 52 32,51 52 53 54 55,33,51 52 53 54 55 33
7.9,3.9,inner,285.0,325.0,GOOD,GOOD,73.474074,73.327055,5,1,6,5.3,4.7,0.6,204.741,51 52 53 54 55,33,51 52 53 54 55 33,53 54 55 56 57,34,53 54 55 56 57 34
8.0,3.9,inner,260.0,325.0,GOOD,GOOD,74.667785,73.641539,6,1,7,5.4,4.8,0.6,206.678,48 49 50 51 52 53,32,48 49 50 51 52 53 32,53 54 55 56 57,34,53 54 55 56 57 34
8.1,3.9,inner,310.0,260.0,GOOD,GOOD,80.214309,75.163921,5,2,7,5.9,4.7,1.2,212.143,52 53 54 55 56,33 34,52 53 54 55 56 33 34,48 49 50 51 52 53,32,48 49 50 51 52 53 32
8.2,3.9,inner,310.0,260.0,GOOD,GOOD,79.75283,74.846756,5,2,7,5.9,4.7,1.2,207.528,52 53 54 55 56,33 34,52 53 54 55 56 33 34,48 49 50 51 52 53,32,48 49 50 51 52 53 32
8.3,3.9,inner,295.0,260.0,GOOD,GOOD,76.302979,70.277419,5,1,6,5.6,5.0,0.6,203.03,52 53 54 55 56,33,52 53 54 55 56 33,49 50 51 52 53,32,49 50 51 52 53 32
8.4,3.9,inner,275.0,305.0,GOOD,GOOD,74.030914,65.863215,5,1,6,5.3,4.7,0.6,210.309,50 51 52 53 55,32,50 51 52 53 55 32,52 53 55 56,33,52 53 55 56 33
8.5,3.9,inner,265.0,300.0,GOOD,GOOD,69.126491,65.431477,5,1,6,5.0,4.4,0.6,191.265,49 50 51 52 53,32,49 50 51 52 53 32,52 53 55 56,33,52 53 55 56 33
8.6,3.9,inner,275.0,240.0,GOOD,GOOD,66.46208,62.515788,4,1,5,4.6,4.0,0.6,204.621,51 52 53 55,32,51 52 53 55 32,48 49 50 51 52,58,48 49 50 51 52 58
8.7,3.9,inner,275.0,235.0,GOOD,GOOD,65.858509,63.012084,4,1,5,4.6,4.0,0.6,198.585,51 52 53 55,32,51 52 53 55 32,48 49 50 51 52,58,48 49 50 51 52 58
8.8,3.9,inner,250.0,285.0,GOOD,GOOD,70.562104,66.194813,6,1,7,5.1,4.5,0.6,195.621,48 49 50 51 52 53,58,48 49 50 51 52 53 58,52 53 55 56,32,52 53 55 56 32
8.9,3.9,inner,285.0,250.0,GOOD,GOOD,56.403855,51.043035,3,1,4,3.6,3.0,0.6,204.039,52 53 56,32,52 53 56 32,48 49 50 51 52 53,,48 49 50 51 52 53
9.0,3.9,inner,285.0,250.0,GOOD,GOOD,55.787142,50.9611,3,1,4,3.6,3.0,0.6,197.871,52 53 56,32,52 53 56 32,48 49 50 51 52 53,,48 49 50 51 52 53
9.1,3.9,inner,290.0,245.0,GOOD,GOOD,55.169317,50.876234,3,1,4,3.6,3.0,0.6,191.693,52 53 56,32,52 53 56 32,48 49 50 51 52 53,,48 49 50 51 52 53
9.2,3.9,inner,290.0,245.0,GOOD,GOOD,54.549038,50.788664,3,1,4,3.6,3.0,0.6,185.49,52 53 56,32,52 53 56 32,48 49 50 51 52 53,,48 49 50 51 52 53
9.3,3.9,inner,275.0,245.0,GOOD,GOOD,46.243951,46.078634,4,0,4,4.0,4.0,0.0,62.44,51 52 53 56,,51 52 53 56,49 50 51 52 53,,49 50 51 52 53
9.4,3.9,inner,320.0,270.0,GOOD,GOOD,52.551606,46.022841,2,2,4,3.2,2.0,1.2,205.516,56 57,32 33,56 57 32 33,51 52 53 56,,51 52 53 56
9.5,3.9,inner,240.0,155.0,GOOD,MARGINAL,45.923512,42.034313,5,0,5,4.1,4.1,0.0,49.235,49 50 51 52 53,,49 50 51 52 53,32 33,57,32 33 57
9.6,3.9,inner,240.0,155.0,GOOD,MARGINAL,45.842542,42.388057,5,0,5,4.1,4.1,0.0,48.425,49 50 51 52 53,,49 50 51 52 53,32 33,57,32 33 57
9.7,3.9,inner,235.0,265.0,GOOD,MARGINAL,42.759645,30.196443,5,0,5,3.8,3.8,0.0,47.596,49 50 51 52 53,,49 50 51 52 53,51 52 53,,51 52 53
9.8,3.9,inner,235.0,265.0,GOOD,MARGINAL,42.675079,30.161832,5,0,5,3.8,3.8,0.0,46.751,49 50 51 52 53,,49 50 51 52 53,51 52 53,,51 52 53
9.9,3.9,inner,235.0,265.0,GOOD,MARGINAL,42.589103,30.124456,5,0,5,3.8,3.8,0.0,45.891,49 50 51 52 53,,49 50 51 52 53,51 52 53,,51 52 53
10.0,3.9,inner,235.0,265.0,GOOD,MARGINAL,39.50197,30.084554,5,0,5,3.5,3.5,0.0,45.02,49 50 51 52 53,,49 50 51 52 53,51 52 53,,51 52 53
10.1,3.9,inner,230.0,260.0,MARGINAL,MARGINAL,39.413932,30.04237,5,0,5,3.5,3.5,0.0,44.139,49 50 51 52 53,,49 50 51 52 53,51 52 53,,51 52 53
10.2,3.9,inner,230.0,260.0,MARGINAL,MARGINAL,34.838092,29.998148,4,0,4,3.1,3.1,0.0,38.381,50 51 52 53,,50 51 52 53,51 52 53,,51 52 53
10.3,3.9,inner,230.0,260.0,MARGINAL,MARGINAL,34.765129,29.952129,4,0,4,3.1,3.1,0.0,37.651,50 51 52 53,,50 51 52 53,51 52 53,,51 52 53
10.4,3.9,inner,225.0,255.0,MARGINAL,MARGINAL,34.691407,34.691407,4,0,4,3.1,3.1,0.0,36.914,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.5,3.9,inner,225.0,255.0,MARGINAL,MARGINAL,31.617154,31.617154,4,0,4,2.8,2.8,0.0,36.172,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.6,3.9,inner,225.0,255.0,MARGINAL,MARGINAL,31.542591,31.542591,4,0,4,2.8,2.8,0.0,35.426,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.7,3.9,inner,225.0,255.0,MARGINAL,MARGINAL,31.467923,26.754735,4,0,4,2.8,2.8,0.0,34.679,50 51 52 53,,50 51 52 53,51 52 53,,51 52 53
10.8,3.9,inner,220.0,250.0,MARGINAL,MARGINAL,31.393343,31.393343,4,0,4,2.8,2.8,0.0,33.933,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
10.9,3.9,inner,220.0,250.0,MARGINAL,MARGINAL,31.319032,31.319032,4,0,4,2.8,2.8,0.0,33.19,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.0,3.9,inner,220.0,250.0,MARGINAL,MARGINAL,31.245153,31.245153,4,0,4,2.8,2.8,0.0,32.452,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.1,3.9,inner,215.0,245.0,MARGINAL,MARGINAL,28.17186,28.17186,4,0,4,2.5,2.5,0.0,31.719,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.2,3.9,inner,215.0,245.0,MARGINAL,MARGINAL,25.099289,25.099289,4,0,4,2.2,2.2,0.0,30.993,50 51 52 53,,50 51 52 53,50 51 52 53,,50 51 52 53
11.3,3.9,inner,215.0,245.0,BAD,BAD,20.441225,20.441225,3,0,3,1.8,1.8,0.0,24.412,51 52 53,,51 52 53,51 52 53,,51 52 53
11.4,3.9,inner,215.0,245.0,BAD,BAD,20.389126,20.389126,3,0,3,1.8,1.8,0.0,23.891,51 52 53,,51 52 53,51 52 53,,51 52 53
