sample_uid,observation_uid,tag_id,camera_role,pass1_estimated_x_m,pass1_estimated_y_m,pass1_estimated_heading_deg,measured_distance_m,predicted_distance_m,distance_residual_m_signed,distance_residual_sigma_signed,distance_residual_sigma_abs,measured_angle_deg,predicted_angle_deg,angle_residual_deg_signed,angle_residual_sigma_signed,angle_residual_sigma_abs,gt_distance_error_m,gt_angle_error_deg,gt_yaw_error_deg,measured_yaw_deg
main29_s027,main29_s027_o164,32,front,8.959278439292499,2.0339996583168083,87.59653877919706,3.185,3.1589371802481785,-0.026062819751821564,-0.5212563950364313,0.5212563950364313,-14.7,-13.197166996289809,1.5028330037101796,0.5009443345700598,0.5009443345700598,-0.016,1.7,-4.1,-15.5
main29_s018,main29_s018_o114,31,front,6.98677859248358,1.1275170327157895,25.007843910354325,4.071,4.095750140509762,0.024750140509762097,0.49500281019524195,0.49500281019524195,-18.4,-19.130099759128427,-0.7300997591284215,-0.2433665863761405,0.2433665863761405,-0.105,2.1,-2.0,42.4
main29_s020,main29_s020_o130,33,rear,7.00500866217152,2.9765963311815775,250.80651952272933,2.203,2.178563069524571,-0.02443693047542883,-0.4887386095085766,0.4887386095085766,-10.6,-9.059099984691017,1.5409000153089778,0.36319361665181105,0.36319361665181105,0.046,-0.9,-12.7,-2.3
main29_s003,main29_s003_o013,43,front,2.0020268139917077,2.9860819632432825,262.84883361272597,1.45,1.425628902117691,-0.024371097882308845,-0.4874219576461769,0.4874219576461769,25.3,25.931624474940918,0.6316244749409066,0.14887531646470253,0.14887531646470253,0.013,-2.5,-1.0,-58.2
main29_s005,main29_s005_o028,37,front,2.9774791256760165,2.0265755701671155,65.64996675649122,3.196,3.171974584121281,-0.02402541587871898,-0.4805083175743796,0.4805083175743796,-14.5,-13.50451643521302,0.99548356478698,0.3318278549289933,0.3318278549289933,0.002,0.1,-24.5,-14.1
main29_s013,main29_s013_o082,38,front,4.886582267306994,1.958184639452872,115.13396871044469,3.863,3.886827968915823,0.02382796891582295,0.476559378316459,0.476559378316459,-11.5,-9.862951238396533,1.6370487616034666,0.5456829205344889,0.5456829205344889,-0.056,0.2,0.2,-36.5
main29_s027,main29_s027_o165,33,front,8.959278439292499,2.0339996583168083,87.59653877919706,3.445,3.4680003813971814,0.023000381397181524,0.4600076279436305,0.4600076279436305,-25.7,-28.92507602629786,-3.22507602629787,-0.7601577093457962,0.7601577093457962,-0.073,6.2,-7.7,-34.6
main29_s023,main29_s023_o142,32,front,7.9766241059380825,2.0252027475790797,110.69116574735558,3.12,3.1425761355481576,0.022576135548157517,0.45152271096315033,0.45152271096315033,30.0,28.239359405384278,-1.7606405946157224,-0.41498696789503087,0.41498696789503087,-0.044,3.0,-30.6,-23.6
repeat10_s006,repeat10_s006_o036,39,front,4.924392094801086,2.0081467535196103,114.60959175065123,4.527,4.500784894929576,-0.026215105070424016,-0.4386626100762907,0.4386626100762907,-20.5,-21.260348301222677,-0.7603483012226775,-0.2534494337408925,0.2534494337408925,-0.034,0.9,0.4,-46.0
main29_s006,main29_s006_o035,47,front,3.0121432963509953,2.9848904147390027,263.5999660496898,2.909,2.887255898853478,-0.02174410114652181,-0.4348820229304362,0.4348820229304362,-18.3,-17.8061112994867,0.4938887005133097,0.1646295668377699,0.1646295668377699,0.005,-1.8,27.8,16.3
repeat10_s001,repeat10_s001_o002,37,front,1.9652637672098614,1.0227527964679202,60.53334364417625,4.401,4.422739453399367,0.021739453399367115,0.4347890679873423,0.4347890679873423,-10.9,-8.192860747071279,2.7071392529287266,0.9023797509762422,0.9023797509762422,-0.031,-1.7,-1.8,18.9
repeat10_s002,repeat10_s002_o006,45,front,2.004288978393428,3.976850621989622,288.34857141089714,3.819,3.840229819254335,0.02122981925433498,0.4245963850866996,0.4245963850866996,24.9,23.511910957193322,-1.3880890428066834,-0.46269634760222783,0.46269634760222783,-0.045,-0.2,9.8,14.9
repeat10_s001,repeat10_s001_o004,39,front,1.9652637672098614,1.0227527964679202,60.53334364417625,4.113,4.13386862789866,0.020868627898659398,0.41737255797318795,0.41737255797318795,-28.7,-33.92466519091687,-5.22466519091688,-1.231465395308878,1.231465395308878,-0.047,6.3,31.9,27.0
main29_s019,main29_s019_o124,50,rear,6.988147500553573,2.032151245110906,60.64322114837179,1.744,1.7648396657884522,0.0208396657884522,0.416793315769044,0.416793315769044,-12.5,-11.390448273288257,1.109551726711743,0.26152385001170547,0.26152385001170547,0.006,-1.1,-17.2,1.4
repeat10_s005,repeat10_s005_o024,36,front,4.931960886954405,1.0372665166132353,115.53769842849279,3.675,3.654908810586489,-0.020091189413510957,-0.40182378827021914,0.40182378827021914,19.8,19.723539461908786,-0.07646053809122577,-0.02548684603040859,0.02548684603040859,-0.024,1.6,17.0,10.2
repeat10_s003,repeat10_s003_o012,45,front,3.9426636641110053,2.970720782646265,251.3957625882313,3.586,3.6059678641221105,0.0199678641221106,0.399357282442212,0.399357282442212,20.1,19.984119317257182,-0.11588068274281227,-0.03862689424760409,0.03862689424760409,-0.078,1.1,-80.3,-41.3
repeat10_s010,repeat10_s010_o062,52,front,9.03376684598997,3.97189022827876,244.34233154704305,3.646,3.665904251539158,0.019904251539158313,0.39808503078316626,0.39808503078316626,-19.0,-18.49716753765722,0.5028324623427807,0.1676108207809269,0.1676108207809269,-0.044,-0.6,5.1,11.7
